SN,TRAFFIC_ITEM_ID,TRAFFIC_ITEM_TYPE_DESC,CRITICALITY_DESCRIPTION,GEOLOC_ORIGIN_LATITUDE,GEOLOC_ORIGIN_LONGITUDE,GEOLOC_TO_LATITUDE,GEOLOC_TO_LONGITUDE
929,1697678360190343520,CONSTRUCTION,minor,29.47203,-99.20166,29.47449,-99.20677
930,1270564435901079032,CONSTRUCTION,critical,32.74855,-96.80922,32.74863,-96.81055
931,2008921131925684102,CONGESTION,minor,29.78438,-95.03506,29.78679,-95.04084
932,2023587442274796459,CONSTRUCTION,critical,32.7588,-96.81417,32.76002,-96.81419
933,1461456255660549917,CONSTRUCTION,minor,30.23494,-92.1297,30.23218,-92.07513
934,3335221757881401743,CONSTRUCTION,minor,30.23481,-93.18038,30.23241,-93.12922
935,2912956586068387735,CONSTRUCTION,minor,29.58894,-98.03776,29.6593,-98.0877
936,2936212788884268665,CONSTRUCTION,critical,31.31641,-97.47052,31.31588,-97.46052
937,3238932420976098322,CONGESTION,minor,35.46273,-97.47858,35.46347,-97.47226
938,2272867592538410992,ROAD_CLOSURE,critical,33.05475,-93.86304,33.08783,-93.86658
939,2035736436199025200,CONSTRUCTION,minor,28.48023,-99.8066,28.44482,-99.75589
940,2543798297813164208,CONSTRUCTION,minor,32.53495,-92.67916,32.53445,-92.67808
941,79288898676655840,CONSTRUCTION,minor,32.7538,-100.22383,32.64047,-100.37116
942,1792349691662468390,ROAD_CLOSURE,critical,32.63548,-93.71369,32.6514,-93.69249
943,1709535001518482135,CONSTRUCTION,minor,35.39134,-97.55182,35.39134,-97.53545
944,4335388622860712584,CONSTRUCTION,minor,30.34628,-96.52882,30.44934,-96.37452
945,994021030040814631,ROAD_CLOSURE,critical,29.58362,-95.02905,29.59439,-95.02925
946,2885839339636229897,CONSTRUCTION,minor,35.97913,-100.34547,36.201444,-100.366473
947,796068059208685002,CONSTRUCTION,minor,29.23645,-98.78095,29.21826,-98.79964
948,1718320701966829677,ROAD_CLOSURE,critical,32.4702,-96.95754,32.45889,-96.94323
949,1026410736839152989,ROAD_CLOSURE,critical,32.91312,-96.88166,32.915,-96.8733
950,2384206390348444208,ACCIDENT,minor,29.5199,-98.47958,29.5199,-98.47958
951,392445326360290544,CONSTRUCTION,minor,30.67507,-93.58085,30.72665,-93.55949
952,2125367219947349896,CONSTRUCTION,minor,32.30605,-95.33625,32.07465,-95.4995
953,4406279465903703079,ROAD_CLOSURE,critical,33.65721,-95.38115,33.65887,-95.38115
954,3611481985225669954,ROAD_CLOSURE,critical,32.50171,-96.4316,32.53792,-96.4255
955,3689606029994283617,CONSTRUCTION,minor,31.50438,-94.30422,31.50437,-94.30268
956,1294720596826791597,CONSTRUCTION,minor,29.52091,-97.95845,29.37849,-97.95614
957,208294564637381758,CONSTRUCTION,critical,29.309556,-94.906987,29.32869,-94.93014
958,4386866591804138536,CONSTRUCTION,minor,30.91935,-99.78566,30.91897,-99.7858
959,753780739510609323,ROAD_CLOSURE,critical,33.26267,-96.80185,33.26262,-96.79989
960,1036437765285943959,OTHER NEWS,minor,29.43263,-98.64683,29.43263,-98.64683
961,3149008452693911572,ROAD_CLOSURE,critical,28.64533,-99.1792,28.66187,-99.18242
962,2665389678271513428,CONSTRUCTION,minor,31.53592,-97.12946,31.54274,-97.1271
963,2023451901648638677,CONGESTION,minor,29.5206,-98.51242,29.5206,-98.51128
964,4591627765292030196,CONSTRUCTION,minor,29.60989,-98.48196,29.59184,-98.59056
965,3228756851267410549,CONSTRUCTION,critical,34.753,-92.26072,34.75305,-92.26189
966,48361124594473034,CONSTRUCTION,minor,30.2466,-94.60781,30.24708,-94.60779
967,993189072258623786,ROAD_CLOSURE,critical,32.74624,-96.75827,32.74963,-96.76116
968,2308861912778698725,CONSTRUCTION,minor,31.40705,-94.05847,31.44115,-94.08972
969,727573494574560335,CONSTRUCTION,minor,28.61605,-96.63978,28.61406,-96.64168
970,3707477587729565731,CONSTRUCTION,critical,33.00725,-96.68074,33.00711,-96.68074
971,1312290070341665219,ROAD_CLOSURE,critical,32.46798,-95.38737,32.468,-95.38963
972,2205054384403660134,CONGESTION,minor,29.77671,-95.36929,29.77378,-95.36763
973,4272924905539972911,CONSTRUCTION,minor,28.625298,-99.988453,28.647409,-99.999716
974,3417127554565380839,ROAD_CLOSURE,critical,33.13687,-96.1617,33.16279,-96.16076
975,2437465614011675774,ROAD_CLOSURE,critical,31.60609,-96.65409,31.60811,-96.65867
976,2280028062124395406,ROAD_CLOSURE,critical,29.99652,-97.83132,29.99008,-97.8238
977,1679302463999876635,CONSTRUCTION,minor,32.49376,-98.518,32.49182,-98.51847
978,4550682697498543363,CONGESTION,minor,33.01285,-96.82179,33.01308,-96.82627
979,1542477887180034872,ROAD_CLOSURE,critical,32.85295,-96.58688,32.85119,-96.58666
980,3389921150061065774,CONSTRUCTION,minor,28.665228,-99.957878,28.66997,-99.97732
981,1248980844071031825,CONSTRUCTION,minor,33.491108,-95.104583,33.467553,-95.05565
982,3752820712203158780,CONGESTION,minor,29.5158,-98.43601,29.51588,-98.43541
983,320789333099586514,CONSTRUCTION,minor,30.49911,-95.01226,30.59189,-95.13183
984,442716336971866863,CONGESTION,minor,30.04009,-95.60663,30.04386,-95.6096
985,4416083734072405582,CONGESTION,minor,29.54943,-95.15032,29.54464,-95.14573
986,4278712629275307944,ACCIDENT,major,30.05843,-95.43311,30.05843,-95.43311
987,2060843959526315589,CONSTRUCTION,minor,34.69912,-100.50319,34.71899,-100.52922
988,2579538378344725539,CONSTRUCTION,minor,32.75953,-96.80938,32.73728,-96.824
989,2498469738599433456,ROAD_CLOSURE,critical,32.61065,-93.29166,32.60977,-93.29162
990,746498466483209032,CONGESTION,minor,32.68422,-97.32073,32.68089,-97.32051
991,3548510367901085632,CONGESTION,minor,30.11119,-95.43652,30.11664,-95.4396
992,1305537145390584011,CONSTRUCTION,minor,29.78409,-98.7436,29.75586,-98.70654
993,482904718511979202,CONSTRUCTION,minor,29.70948,-95.26732,29.70981,-95.26674
994,286419052905769346,ROAD_CLOSURE,critical,32.85119,-96.58666,32.85116,-96.58284
995,2397346581676549290,CONSTRUCTION,minor,30.6084,-96.36977,30.58661,-96.32783
996,1359036925932467939,CONSTRUCTION,minor,32.40339,-99.41488,32.41477,-99.50504
997,4150138330210284268,CONSTRUCTION,minor,30.19695,-93.22321,30.20585,-93.1704
998,2173366370556915981,CONSTRUCTION,minor,33.18247,-98.891891,33.057094,-98.89552
999,1439950269022828053,ROAD_CLOSURE,critical,29.43043,-95.06385,29.43043,-95.06284
1000,3005040103499129264,CONSTRUCTION,minor,32.80128,-97.22086,32.80786,-97.21033
1001,786258773444202130,CONSTRUCTION,minor,31.283832,-94.271972,31.280397,-94.273786
1002,2575990048425981368,PLANNED EVENT,critical,35.46783,-97.52126,35.46944,-97.52126
1003,4654322151892115081,CONGESTION,minor,30.09861,-97.6728,30.09593,-97.67548
1004,2310628618588289199,ROAD_CLOSURE,critical,31.59239,-93.51601,31.60973,-93.5019
1005,4331514215349912227,CONSTRUCTION,minor,30.13172,-93.69172,30.13038,-93.69543
1006,1596965214974874114,MISCELLANEOUS,critical,32.450326,-92.196368,32.462907,-92.17627
1007,1581154030995498605,ROAD_CLOSURE,critical,31.24299,-94.79431,31.25733,-94.81361
1008,3015157507819739461,CONSTRUCTION,minor,30.12143,-93.76669,30.1275,-93.70122
1009,287615948611346800,CONSTRUCTION,minor,33.68579,-98.47048,33.57611,-98.43699
1010,2446362810555586279,CONSTRUCTION,minor,33.22188,-96.95983,33.23441,-97.01334
1011,4237381785930453860,ACCIDENT,minor,35.40622,-97.54795,35.40622,-97.54795
1012,2202014723967708377,CONSTRUCTION,minor,28.61525,-96.70574,28.61408,-96.69205
1013,3010960053431109948,CONSTRUCTION,minor,33.219113,-96.820113,33.072027,-96.824514
1014,1693714357768230145,CONSTRUCTION,minor,32.98617,-97.23661,32.95967,-97.30973
1015,179172681168382733,CONSTRUCTION,minor,28.63598,-96.61696,28.61719,-96.62464
1016,109919805284880461,CONSTRUCTION,minor,31.18004,-94.77791,31.17994,-94.77442
1017,1381362037248327011,CONSTRUCTION,minor,28.71654,-97.54088,28.73484,-97.65032
1018,2753145262250390652,CONSTRUCTION,minor,30.77539,-94.41189,30.77527,-94.42819
1019,3413325001866486002,CONSTRUCTION,minor,30.17618,-93.20465,30.17618,-93.20494
1020,1670067608742956169,CONSTRUCTION,minor,29.474521,-99.206844,29.47203,-99.20166
1021,556031091562884048,CONSTRUCTION,minor,34.75056,-92.31748,34.74512,-92.31766
1022,701896193027570034,CONSTRUCTION,minor,30.20194,-93.35862,30.19092,-93.35861
1023,2646852850254333002,CONGESTION,minor,32.90539,-97.33909,32.90223,-97.33611
1024,856606483360491791,CONSTRUCTION,minor,32.48762,-98.55915,32.49842,-98.52824
1025,1180914220687755088,CONSTRUCTION,minor,31.90562,-98.565,31.90868,-98.55993
1026,1561499794889943385,CONSTRUCTION,minor,31.57105,-92.99231,31.54594,-93.01055
1027,3310436324090191565,ROAD_CLOSURE,critical,28.82042,-97.84621,28.82947,-97.84584
1028,2437228222634752426,CONGESTION,minor,32.66737,-96.71515,32.66863,-96.71262
1029,2680964321294415714,CONGESTION,minor,29.51306,-98.39709,29.51839,-98.39556
1030,756274462500423149,CONSTRUCTION,critical,31.31588,-97.46052,31.31641,-97.47052
1031,3634362481072536106,ROAD_CLOSURE,critical,33.16279,-96.16076,33.13687,-96.1617
1032,3801292502740809801,CONSTRUCTION,minor,32.53363,-97.32831,32.52802,-97.33104
1033,2212877306228459473,CONGESTION,minor,29.38666,-98.47214,29.39125,-98.47612
1034,675485314481754000,ROAD_CLOSURE,critical,29.82527,-94.35703,29.82533,-94.35455
1035,87042560785325499,CONSTRUCTION,major,32.75816,-97.06292,32.77371,-97.06175
1036,4109696339555529695,CONSTRUCTION,minor,30.37014,-93.20032,30.3737,-93.20052
1037,2107856403975943252,ROAD_CLOSURE,critical,29.43115,-98.48433,29.43041,-98.48349
1038,3860147357288163636,CONSTRUCTION,minor,28.95319,-97.82314,28.91772,-97.73423
1039,3141612027651902249,CONSTRUCTION,minor,31.05732,-92.12579,31.05722,-92.12502
1040,967584083486286325,CONSTRUCTION,minor,28.44668,-99.774754,28.42182,-99.81428
1041,602323561349855043,ROAD_CLOSURE,critical,32.49881,-92.111761,32.49762,-92.11298
1042,1004638500973711194,CONGESTION,minor,30.28456,-97.76527,30.28114,-97.76703
1043,1918892211591069309,CONSTRUCTION,minor,29.55359,-98.66706,29.59049,-98.6011
1044,3255906231749902089,CONGESTION,minor,29.72907,-95.43328,29.72918,-95.43193
1045,2432326590702390379,CONGESTION,minor,32.68425,-97.06274,32.68087,-97.06277
1046,61529368580957933,ACCIDENT,minor,29.50305,-98.5605,29.50305,-98.5605
1047,2529203673764643370,CONGESTION,minor,29.94921,-95.53231,29.94694,-95.52925
1048,476292648641250964,CONSTRUCTION,critical,33.21463,-97.1414,33.21355,-97.1414
1049,1667980281934739757,CONGESTION,minor,32.80191,-96.82951,32.80146,-96.82605
1050,875184684235037984,CONSTRUCTION,minor,30.5839,-95.47829,30.57069,-95.47704
1051,91399506059894388,ROAD_CLOSURE,critical,31.591193,-96.616772,31.593183,-96.618184
1052,2993796481035378106,CONSTRUCTION,minor,33.22003,-96.91425,33.21934,-96.84447
1053,2856027325636039898,ROAD_CLOSURE,critical,30.00084,-97.87122,30.00436,-97.86611
1054,1569127522399294907,ROAD HAZARD,minor,32.7597,-97.13159,32.7597,-97.13159
1055,4496574314316923925,CONSTRUCTION,minor,32.75724,-94.94009,32.84106,-94.95174
1056,3377426694592663119,CONSTRUCTION,minor,28.31474,-99.27179,28.28477,-99.28258
1057,3704599567067998579,ROAD_CLOSURE,critical,31.25733,-94.81361,31.24299,-94.79431
1058,2195403597367255142,CONSTRUCTION,critical,32.91565,-96.86765,32.91533,-96.86875
1059,3917811007604939817,CONGESTION,minor,32.67452,-97.15574,32.67439,-97.14993
1060,4311743237475494066,CONSTRUCTION,critical,35.47724,-97.52568,35.47725,-97.52431
1061,592052936943777217,CONSTRUCTION,minor,30.03976,-92.31952,30.08145,-92.362
1062,2249147077051661852,PLANNED EVENT,critical,29.44572,-95.07439,29.39747,-95.02801
1063,3240052289713079997,CONSTRUCTION,minor,33.23468,-94.49831,33.20371,-94.59061
1064,148631796931527034,CONSTRUCTION,minor,30.17666,-93.12883,30.17304,-93.12882
1065,2664297258454034683,CONSTRUCTION,minor,30.15506,-93.63674,30.17581,-93.58846
1066,4291559705552613133,CONGESTION,minor,29.93749,-95.48612,29.93739,-95.49397
1067,153752539606197614,CONSTRUCTION,minor,29.40687,-97.02503,29.4032,-97.02939
1068,1578624299814846473,CONSTRUCTION,minor,33.22395,-96.97643,33.22298,-96.9766
1069,3668404692444267865,CONSTRUCTION,minor,32.75968,-99.10222,32.719,-99.29832
1070,2708794377154366053,ROAD_CLOSURE,critical,29.74612,-98.05701,29.74816,-98.05848
1071,3508988172671545445,CONGESTION,minor,32.83959,-97.28642,32.83947,-97.30045
1072,4066027330421141374,CONSTRUCTION,minor,29.15589,-97.81801,29.08,-97.65645
1073,696166532841012643,MISCELLANEOUS,minor,29.73262,-95.37848,29.73419,-95.37025
1074,798265718874318120,CONGESTION,minor,34.78725,-92.39113,34.78864,-92.39062
1075,2959038385692821941,CONSTRUCTION,minor,32.41476,-99.50629,32.40312,-99.4129
1076,2437542916972896856,ROAD_CLOSURE,critical,32.99055,-97.22418,32.99798,-97.21421
1077,4154504672534930503,MISCELLANEOUS,critical,32.77036,-93.9293,32.77018,-93.92877
1078,3302900315158942032,CONSTRUCTION,minor,33.33562,-99.51786,33.33213,-99.47229
1079,3724719871820291289,CONSTRUCTION,minor,35.45646,-97.57395,35.43269,-97.57038
1080,2325364380554180060,CONGESTION,minor,29.94083,-95.28158,29.94029,-95.28727
1081,1740774325983627088,ROAD_CLOSURE,critical,28.829673,-97.845908,28.820321,-97.846327
1082,2924927304149657060,ROAD HAZARD,minor,33.907341,-98.500223,33.910252,-98.502594
1083,4203979751147606249,ROAD_CLOSURE,critical,32.75925,-97.34931,32.75889,-97.34927
1084,3562125999852459930,CONSTRUCTION,minor,33.608321,-94.660699,33.51031,-94.61959
1085,2684548146870082758,CONSTRUCTION,minor,32.20475,-98.66059,32.08752,-98.43035
1086,1342081427981617251,CONSTRUCTION,minor,32.22667,-95.2206,32.22667,-95.2199
1087,2642681307290286162,ROAD_CLOSURE,critical,30.16515,-95.20797,30.16536,-95.20849
1088,4421924831260616405,CONGESTION,minor,32.75965,-97.19731,32.7597,-97.18826
1089,1382763663645898510,CONSTRUCTION,minor,31.74611,-99.93564,32.07816,-99.91604
1090,4403714372841320657,CONGESTION,minor,34.36281,-98.40969,34.36229,-98.40971
1091,465873324913937085,CONSTRUCTION,minor,30.69853,-94.79169,30.71035,-94.91405
1092,409293702041583115,CONSTRUCTION,minor,33.83482,-95.33845,33.78794,-95.38552
1093,2473566463275431516,CONGESTION,minor,29.60089,-95.22318,29.60095,-95.21922
1094,3591615135225305704,ROAD_CLOSURE,critical,29.48922,-98.22038,29.48877,-98.2217
1095,4067473413898388601,ROAD_CLOSURE,critical,35.11557,-97.89686,35.11671,-97.88183
1096,1164695728622750095,CONSTRUCTION,minor,31.75247,-99.93347,32.07816,-99.91604
1097,2942720178217385824,CONSTRUCTION,minor,33.61075,-99.63408,33.59886,-99.67039
1098,4530221586423995290,CONSTRUCTION,minor,35.44968,-97.43084,35.4497,-97.43255
1099,260023956532968798,ROAD_CLOSURE,critical,32.48615,-98.56639,32.49851,-98.52229
1100,1646803021089808291,CONSTRUCTION,minor,33.20371,-94.59061,33.1952,-94.4845
1101,2400499733367109373,CONSTRUCTION,minor,29.60822,-98.50826,29.60472,-98.50842
